"link";"id_provincia";"id_depto";"id_localidad";"provincia";"departamento";"localidad";"func_loc";"tiploc";"tip2loc";"personas";"hogares";"latitud";"longitud";"geom"
30070050;30;70;50;"ENTRE RIOS";"LA PAZ";"PIEDRAS BLANCAS";0;1;0;1362;392;-31.1864;-59.9517;"0101000020E610000000000040D0F94DC000000020B72F3FC0"
30070070;30;70;70;"ENTRE RIOS";"LA PAZ";"SAN GUSTAVO";0;1;0;1325;334;-30.6911;-59.3989;"0101000020E6100000000000C00EB34DC0000000A0ECB03EC0"
30070080;30;70;80;"ENTRE RIOS";"LA PAZ";"SANTA ELENA";0;1;0;17791;4742;-30.9472;-59.7878;"0101000020E6100000000000E0D5E44DC0000000207DF23EC0"
30070090;30;70;90;"ENTRE RIOS";"LA PAZ";"SIR LEONARD";0;1;0;281;77;-31.3903;-59.5025;"0101000020E6100000000000E051C04DC000000040E9633FC0"
30077010;30;77;10;"ENTRE RIOS";"NOGOYA";"ARANGUREN";0;1;0;1571;494;-32.2447;-60.1622;"0101000020E6100000000000C0C3144EC000000000531F40C0"
30077020;30;77;20;"ENTRE RIOS";"NOGOYA";"BETBEDER";0;1;0;145;41;-32.3747;-59.9375;"0101000020E61000000000000000F84DC0000000E0F62F40C0"
30077030;30;77;30;"ENTRE RIOS";"NOGOYA";"DON CRISTOBAL";0;1;0;29;10;-32.0758;-59.9936;"0101000020E6100000000000A02EFF4DC0000000E0B40940C0"
30077040;30;77;40;"ENTRE RIOS";"NOGOYA";"FEBRE";0;1;0;121;43;-32.4781;-59.9211;"0101000020E610000000000000E7F54DC0000000E0303D40C0"
30077050;30;77;50;"ENTRE RIOS";"NOGOYA";"HERNANDEZ";0;1;0;1510;545;-32.3386;-60.0294;"0101000020E6100000000000E0C4034EC0000000A0572B40C0"
30077060;30;77;60;"ENTRE RIOS";"NOGOYA";"LUCAS GONZALEZ";0;1;0;4364;1469;-32.3864;-59.5306;"0101000020E610000000000040E9C34DC000000040753140C0"
30077070;30;77;70;"ENTRE RIOS";"NOGOYA";"NOGOYA";3;1;0;22824;6948;-32.3961;-59.7875;"0101000020E6100000000000C0CCE44DC0000000C0B33240C0"
30077080;30;77;80;"ENTRE RIOS";"NOGOYA";"XX DE SETIEMBRE";0;1;0;178;59;-32.3872;-59.6625;"0101000020E6100000000000C0CCD44DC000000080903140C0"
30084010;30;84;10;"ENTRE RIOS";"PARANA";"ALDEA MARIA LUISA";0;1;0;773;243;-31.8853;-60.4081;"0101000020E6100000000000203B344EC0000000A0A1E23FC0"
30084020;30;84;20;"ENTRE RIOS";"PARANA";"ALDEA SAN RAFAEL";0;1;0;144;43;-31.9603;-60.2553;"0101000020E610000000000000AD204EC0000000C0D4F53FC0"
30084030;30;84;30;"ENTRE RIOS";"PARANA";"ALDEA SANTA MARIA";0;1;0;302;108;-31.6133;-60.0064;"0101000020E610000000000060D1004EC000000060039D3FC0"
30084040;30;84;40;"ENTRE RIOS";"PARANA";"ALDEA SANTA ROSA";0;1;0;71;22;-32.0169;-60.2406;"0101000020E610000000000080CA1E4EC0000000402B0240C0"
30084050;30;84;50;"ENTRE RIOS";"PARANA";"CERRITO";0;1;0;5310;1615;-31.5831;-60.0764;"0101000020E610000000000020C7094EC00000002043953FC0"
30084060;30;84;60;"ENTRE RIOS";"PARANA";"COLONIA AVELLANEDA";0;2;5;2970;839;-31.7686;-60.4044;"0101000020E6100000000000E0C4334EC0000000C0C3C43FC0"
30084070;30;84;70;"ENTRE RIOS";"PARANA";"CRESPO";0;1;0;19536;6303;-32.0353;-60.31;"0101000020E610000000000020AE274EC000000000840440C0"
30084080;30;84;80;"ENTRE RIOS";"PARANA";"EL PALENQUE";0;1;0;155;45;-31.6583;-60.1672;"0101000020E61000000000008067154EC00000008088A83FC0"
30084090;30;84;90;"ENTRE RIOS";"PARANA";"EL PINGO";0;1;0;766;216;-31.5844;-59.8931;"0101000020E6100000000000A04FF24DC0000000209E953FC0"
30084095;30;84;95;"ENTRE RIOS";"PARANA";"EL RAMBLON";0;1;0;82;28;-31.8167;-60.1331;"0101000020E61000000000000008114EC00000002011D13FC0"
30084100;30;84;100;"ENTRE RIOS";"PARANA";"HASENKAMP";0;1;0;4805;1428;-31.5139;-59.8364;"0101000020E6100000000000C00EEB4DC0000000408E833FC0"
30084110;30;84;110;"ENTRE RIOS";"PARANA";"HERNANDARIAS";0;1;0;5373;1601;-31.2331;-59.9867;"0101000020E6100000000000204BFE4DC000000080A93B3FC0"
30084120;30;84;120;"ENTRE RIOS";"PARANA";"LA PICADA";0;1;0;564;152;-31.7272;-60.2967;"0101000020E610000000000020F9254EC0000000402BBA3FC0"
30084130;30;84;130;"ENTRE RIOS";"PARANA";"LAS TUNAS";0;1;0;101;34;-31.8711;-59.7319;"0101000020E610000000000060B0DD4DC00000002001DF3FC0"
30084140;30;84;140;"ENTRE RIOS";"PARANA";"MARIA GRANDE";0;1;0;7557;2336;-31.6667;-59.9039;"0101000020E6100000000000A0B2F34DC0000000A0AAAA3FC0"
30084150;30;84;150;"ENTRE RIOS";"PARANA";"ORO VERDE";0;2;5;4116;1621;-31.8264;-60.5175;"0101000020E6100000000000803D424EC0000000408ED33FC0"
30084160;30;84;160;"ENTRE RIOS";"PARANA";"PARANA";2;2;3;247139;76364;-31.7422;-60.5278;"0101000020E6100000000000408E434EC00000004002BE3FC0"
30084170;30;84;170;"ENTRE RIOS";"PARANA";"PUEBLO BELLOCQ (LAS GARZAS)";0;1;0;282;76;-31.4292;-59.7453;"0101000020E61000000000004065DF4DC0000000E0DD6D3FC0"
30084180;30;84;180;"ENTRE RIOS";"PARANA";"PUEBLO BRUGO";0;1;0;802;213;-31.3889;-60.0933;"0101000020E610000000000060F20B4EC0000000408E633FC0"
30084190;30;84;190;"ENTRE RIOS";"PARANA";"PUEBLO GENERAL SAN MARTIN";0;1;0;296;99;-31.4642;-60.1672;"0101000020E61000000000008067154EC0000000A0D3763FC0"
30084200;30;84;200;"ENTRE RIOS";"PARANA";"SAN BENITO";0;2;5;9105;2549;-31.7819;-60.4414;"0101000020E6100000000000607F384EC0000000802DC83FC0"
30084210;30;84;210;"ENTRE RIOS";"PARANA";"SAUCE MONTRULL";0;2;5;746;259;-31.7469;-60.3547;"0101000020E610000000000080672D4EC0000000C037BF3FC0"
30084220;30;84;220;"ENTRE RIOS";"PARANA";"SAUCE PINTO";0;1;0;107;29;-31.8447;-60.3742;"0101000020E6100000000000C0E42F4EC0000000C03FD83FC0"
30084230;30;84;230;"ENTRE RIOS";"PARANA";"SEGUI";0;1;0;3695;1253;-31.9594;-60.1264;"0101000020E6100000000000802D104EC0000000209EF53FC0"
30084240;30;84;240;"ENTRE RIOS";"PARANA";"SOSA";0;1;0;495;147;-31.7392;-59.9108;"0101000020E61000000000002096F44DC0000000003ABD3FC0"
30084250;30;84;250;"ENTRE RIOS";"PARANA";"TABOSSI";0;1;0;1322;390;-31.8053;-59.9372;"0101000020E6100000000000E0F6F74DC0000000A026CE3FC0"
30084260;30;84;260;"ENTRE RIOS";"PARANA";"TEZANOS PINTO";0;1;0;189;70;-31.8731;-60.4942;"0101000020E6100000000000E0403F4EC0000000A080DF3FC0"
30084270;30;84;270;"ENTRE RIOS";"PARANA";"VIALE";0;1;0;9383;2796;-31.8719;-60.0092;"0101000020E6100000000000602C014EC0000000C037DF3FC0"
30084300;30;84;300;"ENTRE RIOS";"PARANA";"VILLA URQUIZA";0;1;0;661;223;-31.6514;-60.3769;"0101000020E6100000000000C03F304EC000000060C1A63FC0"
30088010;30;88;10;"ENTRE RIOS";"SAN SALVADOR";"GENERAL CAMPOS";0;1;0;2994;908;-31.525;-58.4042;"0101000020E6100000000000C0BB334DC00000006066863FC0"
30088020;30;88;20;"ENTRE RIOS";"SAN SALVADOR";"SAN SALVADOR";3;1;0;12733;3824;-31.6261;-58.5036;"0101000020E61000000000006076404DC0000000E048A03FC0"
30091010;30;91;10;"ENTRE RIOS";"TALA";"ALTAMIRANO SUR";0;1;0;62;18;-32.0894;-59.1733;"0101000020E6100000000000C02F964DC0000000E0720B40C0"
30091030;30;91;30;"ENTRE RIOS";"TALA";"ESTACION ARROYO CLE";0;1;0;119;35;-32.6344;-59.4011;"0101000020E6100000000000A057B34DC000000080355140C0"
30091040;30;91;40;"ENTRE RIOS";"TALA";"GOBERNADOR ECHAGUE";0;1;0;201;74;-32.3939;-59.2753;"0101000020E6100000000000403CA34DC0000000006B3240C0"
30091050;30;91;50;"ENTRE RIOS";"TALA";"GOBERNADOR MANSILLA";0;1;0;2046;702;-32.5469;-59.3556;"0101000020E6100000000000E082AD4DC000000040024640C0"
30091060;30;91;60;"ENTRE RIOS";"TALA";"GOBERNADOR SOLA";0;1;0;491;158;-32.3378;-59.3706;"0101000020E6100000000000606EAF4DC0000000403C2B40C0"
30091070;30;91;70;"ENTRE RIOS";"TALA";"GUARDAMONTE";0;1;0;101;35;-32.0831;-59.3078;"0101000020E61000000000004065A74DC0000000A0A10A40C0"
30091080;30;91;80;"ENTRE RIOS";"TALA";"LAS GUACHAS";0;1;0;66;22;-32.4706;-59.1719;"0101000020E61000000000004002964DC0000000203B3C40C0"
30091090;30;91;90;"ENTRE RIOS";"TALA";"MACIA";0;1;0;5870;1883;-32.1731;-59.3981;"0101000020E610000000000080F3B24DC0000000A0261640C0"
30091100;30;91;100;"ENTRE RIOS";"TALA";"ROSARIO DEL TALA";3;1;0;12801;4158;-32.3031;-59.1439;"0101000020E6100000000000006B924DC000000080CA2640C0"
30098010;30;98;10;"ENTRE RIOS";"URUGUAY";"BASAVILBASO";0;1;0;9485;3104;-32.3731;-58.8781;"0101000020E61000000000002064704DC000000040C02F40C0"
30098020;30;98;20;"ENTRE RIOS";"URUGUAY";"CASEROS";0;1;0;1948;652;-32.4647;-58.4775;"0101000020E6100000000000C01E3D4DC0000000007C3B40C0"
30098030;30;98;30;"ENTRE RIOS";"URUGUAY";"COLONIA ELIA";0;1;0;741;222;-32.6728;-58.3244;"0101000020E61000000000006087294DC0000000A01D5640C0"
30098040;30;98;40;"ENTRE RIOS";"URUGUAY";"CONCEPCION DEL URUGUAY";3;1;0;72528;23268;-32.4858;-58.2314;"0101000020E6100000000000209E1D4DC0000000C02F3E40C0"
30098060;30;98;60;"ENTRE RIOS";"URUGUAY";"HERRERA";0;1;0;1251;424;-32.435;-58.6325;"0101000020E6100000000000C0F5504DC000000020AE3740C0"
30098070;30;98;70;"ENTRE RIOS";"URUGUAY";"LAS MOSCAS";0;1;0;383;136;-32.0931;-58.9569;"0101000020E6100000000000207D7A4DC000000040E90B40C0"
30098080;30;98;80;"ENTRE RIOS";"URUGUAY";"LIBAROS";0;1;0;230;84;-32.2633;-58.9061;"0101000020E610000000000080FB734DC0000000E0B42140C0"
30098090;30;98;90;"ENTRE RIOS";"URUGUAY";"1º DE MAYO";0;1;0;696;243;-32.2575;-58.4222;"0101000020E6100000000000600B364DC0000000C0F52040C0"
30098100;30;98;100;"ENTRE RIOS";"URUGUAY";"PRONUNCIAMIENTO";0;1;0;976;327;-32.3461;-58.4433;"0101000020E610000000000020BF384DC0000000604D2C40C0"
30098110;30;98;110;"ENTRE RIOS";"URUGUAY";"ROCAMORA";0;1;0;281;93;-32.3464;-58.9692;"0101000020E6100000000000A00D7C4DC000000080562C40C0"
30098120;30;98;120;"ENTRE RIOS";"URUGUAY";"SANTA ANITA";0;1;0;1187;441;-32.1767;-58.7858;"0101000020E61000000000002096644DC0000000009D1640C0"
30098130;30;98;130;"ENTRE RIOS";"URUGUAY";"VILLA MANTERO";0;1;0;1427;465;-32.3992;-58.7433;"0101000020E610000000000080255F4DC0000000E0173340C0"
30098140;30;98;140;"ENTRE RIOS";"URUGUAY";"VILLA SAN JUSTO";0;1;0;1337;413;-32.4469;-58.4353;"0101000020E610000000000020B7374DC000000080353940C0"
30098150;30;98;150;"ENTRE RIOS";"URUGUAY";"VILLA SAN MARCIAL (EST. GOBERNADOR URQUIZA)";0;1;0;639;214;-32.1806;-58.9294;"0101000020E610000000000000F8764DC0000000801C1740C0"
30105010;30;105;10;"ENTRE RIOS";"VICTORIA";"ANTELO";0;1;0;211;68;-32.5344;-60.035;"0101000020E6100000000000E07A044EC0000000A0684440C0"
30105040;30;105;40;"ENTRE RIOS";"VICTORIA";"MOLINO DOLL";0;1;0;139;45;-32.3106;-60.4194;"0101000020E610000000000060B0354EC000000040C02740C0"
30105060;30;105;60;"ENTRE RIOS";"VICTORIA";"VICTORIA";3;1;0;30623;9390;-32.6211;-60.1503;"0101000020E6100000000000403C134EC0000000A0804F40C0"
30113010;30;113;10;"ENTRE RIOS";"VILLAGUAY";"ESTACION RAICES";0;1;0;138;47;-31.9086;-59.26;"0101000020E6100000000000A047A14DC0000000C09AE83FC0"
30113020;30;113;20;"ENTRE RIOS";"VILLAGUAY";"INGENIERO MIGUEL SAJAROFF";0;1;0;399;113;-31.9575;-58.8486;"0101000020E6100000000000409F6C4DC0000000C01EF53FC0"
30113030;30;113;30;"ENTRE RIOS";"VILLAGUAY";"JUBILEO";0;1;0;631;193;-31.7342;-58.6333;"0101000020E61000000000002011514DC000000060F2BB3FC0"
30113050;30;113;50;"ENTRE RIOS";"VILLAGUAY";"PASO DE LA LAGUNA";0;1;0;348;105;-31.8064;-59.1644;"0101000020E6100000000000800C954DC0000000806FCE3FC0"
30113060;30;113;60;"ENTRE RIOS";"VILLAGUAY";"VILLA CLARA";0;1;0;2726;760;-31.8306;-58.8228;"0101000020E6100000000000C050694DC0000000409FD43FC0"
30113070;30;113;70;"ENTRE RIOS";"VILLAGUAY";"VILLA DOMINGUEZ";0;1;0;1791;513;-31.9875;-58.9628;"0101000020E6100000000000403C7B4DC0000000C0CCFC3FC0"
30113080;30;113;80;"ENTRE RIOS";"VILLAGUAY";"VILLAGUAY";3;1;0;32881;9991;-31.8658;-59.0283;"0101000020E610000000000060A0834DC000000040A7DD3FC0"
34007010;34;7;10;"FORMOSA";"BERMEJO";"LAGUNA YEMA";3;1;0;3617;941;-24.2561;-61.2433;"0101000020E610000000000080259F4EC000000080904138C0"
34007020;34;7;20;"FORMOSA";"BERMEJO";"LOS CHIRIGUANOS";0;1;0;1225;329;-24.0994;-61.4669;"0101000020E6100000000000E0C4BB4EC000000040751938C0"
34007030;34;7;30;"FORMOSA";"BERMEJO";"POZO DE MAZA";0;1;0;736;168;-23.5622;-61.7061;"0101000020E6100000000000E061DA4EC0000000C0ED8F37C0"
34007040;34;7;40;"FORMOSA";"BERMEJO";"POZO DEL MORTERO";0;1;0;528;156;-24.4072;-61.0358;"0101000020E61000000000002096844EC0000000C03F6838C0"
34007050;34;7;50;"FORMOSA";"BERMEJO";"VACA PERDIDA";0;1;0;224;42;-23.4831;-61.6667;"0101000020E61000000000006055D54EC000000080A97B37C0"
34014010;34;14;10;"FORMOSA";"FORMOSA";"COLONIA PASTORIL";0;1;0;933;253;-25.6708;-58.2622;"0101000020E61000000000008090214DC0000000C0BBAB39C0"
34014020;34;14;20;"FORMOSA";"FORMOSA";"FORMOSA";2;1;0;222226;59203;-26.1833;-58.1728;"0101000020E6100000000000A01D164DC0000000E0EE2E3AC0"
34014030;34;14;30;"FORMOSA";"FORMOSA";"GRAN GUARDIA";0;1;0;916;268;-25.8633;-58.8856;"0101000020E6100000000000E059714DC00000006003DD39C0"
34014040;34;14;40;"FORMOSA";"FORMOSA";"MARIANO BOEDO";0;1;0;373;100;-26.1111;-58.4878;"0101000020E6100000000000806F3E4DC0000000C0711C3AC0"
34014050;34;14;50;"FORMOSA";"FORMOSA";"MOJON DE FIERRO";0;1;0;1131;316;-26.035;-58.0494;"0101000020E61000000000004054064DC0000000C0F5083AC0"
34014060;34;14;60;"FORMOSA";"FORMOSA";"SAN HILARIO";0;1;0;583;168;-26.0256;-58.6494;"0101000020E61000000000000021534DC0000000C08A063AC0"
34014070;34;14;70;"FORMOSA";"FORMOSA";"VILLA DEL CARMEN";0;1;0;3970;990;-26.2528;-58.2519;"0101000020E6100000000000C03F204DC000000000B6403AC0"
34021010;34;21;10;"FORMOSA";"LAISHI";"BANCO PAYAGUA";0;1;0;374;102;-26.7078;-58.3386;"0101000020E6100000000000A0572B4DC0000000E030B53AC0"
34021020;34;21;20;"FORMOSA";"LAISHI";"GENERAL LUCIO V. MANSILLA";0;1;0;2802;739;-26.6547;-58.6289;"0101000020E6100000000000607F504DC0000000E09BA73AC0"
34021030;34;21;30;"FORMOSA";"LAISHI";"HERRADURA";0;1;0;2660;651;-26.4881;-58.3117;"0101000020E6100000000000C0E4274DC000000040F17C3AC0"
34021040;34;21;40;"FORMOSA";"LAISHI";"SAN FRANCISCO DE LAISHI";3;1;0;4628;1192;-26.2428;-58.6294;"0101000020E6100000000000A091504DC0000000A0263E3AC0"
34035030;34;35;30;"FORMOSA";"PATIÑO";"COMANDANTE FONTANA";3;1;0;6615;1869;-25.3356;-59.6822;"0101000020E61000000000000053D74DC000000000E75539C0"
34035050;34;35;50;"FORMOSA";"PATIÑO";"ESTANISLAO DEL CAMPO";0;1;0;4523;1267;-25.0539;-60.0933;"0101000020E610000000000060F20B4EC0000000A0CB0D39C0"
34035060;34;35;60;"FORMOSA";"PATIÑO";"FORTIN CABO 1º LUGONES";0;1;0;1351;346;-24.285;-59.8317;"0101000020E61000000000000074EA4DC0000000C0F54838C0"
34035070;34;35;70;"FORMOSA";"PATIÑO";"FORTIN SARGENTO 1º LEYES";0;1;0;133;32;-24.5508;-59.3828;"0101000020E6100000000000E0FEB04DC000000060038D38C0"
34035080;34;35;80;"FORMOSA";"PATIÑO";"IBARRETA";0;1;0;9429;2672;-25.2119;-59.8564;"0101000020E6100000000000209EED4DC000000000423639C0"
34035090;34;35;90;"FORMOSA";"PATIÑO";"JUAN G. BAZAN";0;1;0;413;105;-24.5425;-60.8333;"0101000020E6100000000000A0AA6A4EC000000040E18A38C0"
34035100;34;35;100;"FORMOSA";"PATIÑO";"LAS LOMITAS";0;1;0;12399;3355;-24.7111;-60.5931;"0101000020E610000000000040E94B4EC0000000600BB638C0"
34035110;34;35;110;"FORMOSA";"PATIÑO";"POSTA CAMBIO ZALAZAR";0;1;0;603;166;-24.2117;-60.195;"0101000020E6100000000000C0F5184EC0000000C02F3638C0"
34035120;34;35;120;"FORMOSA";"PATIÑO";"POZO DEL TIGRE";0;1;0;4517;1166;-24.8983;-60.3181;"0101000020E610000000000000B6284EC000000020F9E538C0"
34035130;34;35;130;"FORMOSA";"PATIÑO";"SAN MARTIN I";0;1;0;66;20;-24.5325;-59.9014;"0101000020E6100000000000C060F34DC0000000E0518838C0"
34035140;34;35;140;"FORMOSA";"PATIÑO";"SAN MARTIN II";0;1;0;3119;927;-24.4339;-59.6558;"0101000020E610000000000060F2D34DC000000060136F38C0"
34035150;34;35;150;"FORMOSA";"PATIÑO";"SUBTENIENTE PERIN";0;1;0;1163;301;-25.5356;-60.0186;"0101000020E6100000000000E061024EC0000000201A8939C0"
34035160;34;35;160;"FORMOSA";"PATIÑO";"VILLA GENERAL GUEMES";0;1;0;3907;1050;-24.7536;-59.4911;"0101000020E6100000000000C0DCBE4DC0000000A0ECC038C0"
34035170;34;35;170;"FORMOSA";"PATIÑO";"VILLA GENERAL MANUEL BELGRANO";0;1;0;4676;1234;-24.9394;-59.0286;"0101000020E610000000000080A9834DC0000000607FF038C0"
34042010;34;42;10;"FORMOSA";"PILAGAS";"BUENA VISTA";0;1;0;887;243;-25.0719;-58.3861;"0101000020E6100000000000206C314DC0000000006B1239C0"
34042020;34;42;20;"FORMOSA";"PILAGAS";"EL ESPINILLO";3;1;0;4060;1100;-24.9806;-58.5533;"0101000020E6100000000000A0D3464DC0000000C005FB38C0"
34042030;34;42;30;"FORMOSA";"PILAGAS";"LAGUNA GALLO";0;1;0;261;59;-25.2683;-58.7422;"0101000020E610000000000020015F4DC000000080B14439C0"
34042040;34;42;40;"FORMOSA";"PILAGAS";"MISION TACAAGLE";0;1;0;2244;601;-24.9803;-58.8222;"0101000020E6100000000000A03E694DC000000080F3FA38C0"
34042050;34;42;50;"FORMOSA";"PILAGAS";"PORTON NEGRO";0;1;0;417;107;-24.9669;-58.7414;"0101000020E6100000000000E0E55E4DC0000000A089F738C0"
34042060;34;42;60;"FORMOSA";"PILAGAS";"TRES LAGUNAS";0;1;0;1598;412;-25.2161;-58.5128;"0101000020E6100000000000C0A2414DC000000000533739C0"
34049010;34;49;10;"FORMOSA";"PILCOMAYO";"CLORINDA";3;1;0;52837;13095;-25.2928;-57.7172;"0101000020E610000000000000CEDB4CC000000080F34A39C0"
34049020;34;49;20;"FORMOSA";"PILCOMAYO";"LAGUNA BLANCA";0;1;0;7411;2162;-25.1308;-58.2453;"0101000020E610000000000040651F4DC0000000407E2139C0"
34049030;34;49;30;"FORMOSA";"PILCOMAYO";"LAGUNA NAICK-NECK";0;1;0;2479;700;-25.22;-58.1225;"0101000020E610000000000020AE0F4DC0000000E0513839C0"
34049040;34;49;40;"FORMOSA";"PILCOMAYO";"PALMA SOLA";0;1;0;212;55;-25.2481;-57.9764;"0101000020E610000000000040FAFC4CC0000000A0803F39C0"
34049050;34;49;50;"FORMOSA";"PILCOMAYO";"PUERTO PILCOMAYO";0;1;0;669;167;-25.3669;-57.6519;"0101000020E6100000000000E072D34CC000000020F05D39C0"
34049060;34;49;60;"FORMOSA";"PILCOMAYO";"RIACHO HE-HE";0;1;0;4304;1192;-25.3622;-58.2778;"0101000020E6100000000000408E234DC0000000A0BA5C39C0"
34049070;34;49;70;"FORMOSA";"PILCOMAYO";"RIACHO NEGRO";0;1;0;720;190;-25.4231;-57.7908;"0101000020E6100000000000003AE54CC0000000604D6C39C0"
34049080;34;49;80;"FORMOSA";"PILCOMAYO";"SIETE PALMAS";0;1;0;863;225;-25.2022;-58.33;"0101000020E6100000000000803D2A4DC0000000E0C43339C0"
34056010;34;56;10;"FORMOSA";"PIRANE";"COLONIA CAMPO VILLAFAÑE";0;1;0;4494;1346;-26.2056;-59.0775;"0101000020E610000000000080EB894DC0000000409F343AC0"
34056020;34;56;20;"FORMOSA";"PIRANE";"EL COLORADO";0;1;0;14228;4002;-26.3122;-59.3678;"0101000020E61000000000006013AF4DC0000000C0ED4F3AC0"
34056030;34;56;30;"FORMOSA";"PIRANE";"PALO SANTO";0;1;0;6379;1728;-25.5644;-59.3356;"0101000020E610000000000080F3AA4DC0000000607F9039C0"
34056040;34;56;40;"FORMOSA";"PIRANE";"PIRANE";3;1;0;20335;5406;-25.7314;-59.1069;"0101000020E610000000000060B08D4DC0000000403CBB39C0"
34056050;34;56;50;"FORMOSA";"PIRANE";"VILLA KILOMETRO 213";0;1;0;4675;1318;-26.1869;-59.3678;"0101000020E61000000000006013AF4DC0000000A0DB2F3AC0"
34063010;34;63;10;"FORMOSA";"RAMON LISTA";"EL POTRILLO";0;1;0;3371;731;-23.1617;-62.0147;"0101000020E610000000000060E2014FC000000000632937C0"
34063020;34;63;20;"FORMOSA";"RAMON LISTA";"GENERAL MOSCONI";3;1;0;1902;395;-23.1803;-62.3042;"0101000020E6100000000000E0EE264FC0000000A0262E37C0"
38007010;38;7;10;"JUJUY";"COCHINOCA";"ABDON CASTRO TOLAY";0;1;0;279;67;-23.3;-66.0747;"0101000020E610000000000040C88450C0000000C0CC4C37C0"
38007020;38;7;20;"JUJUY";"COCHINOCA";"ABRA PAMPA";3;1;0;8705;2170;-22.7017;-65.6833;"0101000020E6100000000000C0BB6B50C000000060A0B336C0"
38007030;38;7;30;"JUJUY";"COCHINOCA";"ABRALAITE";0;1;0;56;23;-23.1544;-65.7844;"0101000020E610000000000060347250C0000000A0892737C0"
38007040;38;7;40;"JUJUY";"COCHINOCA";"CASABINDO";0;1;0;118;37;-22.9447;-66.0281;"0101000020E6100000000000A0CB8150C000000060D9F136C0"
38007050;38;7;50;"JUJUY";"COCHINOCA";"COCHINOCA";0;1;0;67;19;-22.7092;-65.8703;"0101000020E6100000000000A0B27750C0000000008CB536C0"
38007060;38;7;60;"JUJUY";"COCHINOCA";"PUESTO DEL MARQUEZ";0;1;0;255;57;-22.4833;-65.6906;"0101000020E610000000000000326C50C0000000C0BB7B36C0"
38007070;38;7;70;"JUJUY";"COCHINOCA";"RINCONADILLAS";0;1;0;189;48;-23.2894;-65.9406;"0101000020E610000000000000327C50C000000000194A37C0"
38007080;38;7;80;"JUJUY";"COCHINOCA";"SAN FRANCISCO DE ALFARCITO";0;1;0;169;32;-23.2761;-65.9456;"0101000020E610000000000000847C50C000000040AF4637C0"
38007090;38;7;90;"JUJUY";"COCHINOCA";"SANTUARIO DE TRES POZOS";0;1;0;152;36;-23.5161;-65.9469;"0101000020E6100000000000C09A7C50C0000000E01F8437C0"
38007100;38;7;100;"JUJUY";"COCHINOCA";"TUSAQUILLAS";0;1;0;134;38;-23.1717;-65.9725;"0101000020E6100000000000803D7E50C000000060F22B37C0"
38014010;38;14;10;"JUJUY";"EL CARMEN";"AGUAS CALIENTES";0;1;0;2563;539;-24.5881;-64.9214;"0101000020E610000000000000F83A50C0000000C08A9638C0"
38014020;38;14;20;"JUJUY";"EL CARMEN";"BARRIO EL MILAGRO";0;1;0;1321;264;-24.4592;-65.1197;"0101000020E610000000000080A94750C0000000008C7538C0"
38014030;38;14;30;"JUJUY";"EL CARMEN";"BARRIO LA UNION";0;1;0;700;153;-24.4042;-65.0678;"0101000020E610000000000080564450C000000080776738C0"
38021010;38;21;10;"JUJUY";"DR. MANUEL BELGRANO";"GUERRERO";0;1;0;518;140;-24.1867;-65.4367;"0101000020E610000000000060F25B50C000000060C92F38C0"
38021020;38;21;20;"JUJUY";"DR. MANUEL BELGRANO";"LA ALMONA";0;1;0;42;11;-24.2614;-65.395;"0101000020E6100000000000A0475950C000000060EA4238C0"
38021030;38;21;30;"JUJUY";"DR. MANUEL BELGRANO";"LEON";0;1;0;630;166;-24.0361;-65.4264;"0101000020E6100000000000004A5B50C0000000A03E0938C0"
38021040;38;21;40;"JUJUY";"DR. MANUEL BELGRANO";"LOZANO";0;1;0;1388;342;-24.0711;-65.3986;"0101000020E6100000000000E0825950C000000060341238C0"
38021050;38;21;50;"JUJUY";"DR. MANUEL BELGRANO";"OCLOYAS";0;1;0;70;30;-23.9103;-65.1947;"0101000020E610000000000060764C50C00000000008E937C0"
38021060;38;21;60;"JUJUY";"DR. MANUEL BELGRANO";"SAN SALVADOR DE JUJUY";2;2;3;257970;69015;-24.1961;-65.3017;"0101000020E6100000000000804E5350C000000060343238C0"
38021070;38;21;70;"JUJUY";"DR. MANUEL BELGRANO";"YALA";0;2;5;1953;555;-24.1178;-65.395;"0101000020E6100000000000A0475950C0000000A0261E38C0"
38028010;38;28;10;"JUJUY";"HUMAHUACA";"COCTACA";0;1;0;141;40;-23.1372;-65.2858;"0101000020E6100000000000204B5250C000000000212337C0"
38028020;38;28;20;"JUJUY";"HUMAHUACA";"EL AGUILAR";0;1;0;2264;537;-23.2022;-65.6847;"0101000020E610000000000080D26B50C0000000E0C43337C0"
38028030;38;28;30;"JUJUY";"HUMAHUACA";"HIPOLITO YRIGOYEN";0;1;0;456;108;-22.9536;-65.3508;"0101000020E610000000000000745650C0000000E01FF436C0"
38028040;38;28;40;"JUJUY";"HUMAHUACA";"HUMAHUACA";3;1;0;10256;2721;-23.1919;-65.3422;"0101000020E610000000000000E75550C000000040233137C0"
38028050;38;28;50;"JUJUY";"HUMAHUACA";"TRES CRUCES";0;1;0;376;116;-22.8975;-65.5781;"0101000020E6100000000000E0FE6450C000000080C2E536C0"
38028060;38;28;60;"JUJUY";"HUMAHUACA";"UQUIA";0;1;0;508;134;-23.3053;-65.3369;"0101000020E610000000000080905550C0000000A0264E37C0"
